26775,1518,12033,4
16707,682,15398,3
16167,332,59197,7
48409,2385,19787,2
29510,2841,73627,1
58197,2953,69704,0
59076,1295,26878,0
41566,2457,22285,5
12702,1267,23096,4
47945,1040,47191,7
38201,2475,6018,7
59810,2975,77557,3
19379,2215,59229,7
42375,2607,72496,1
32999,2514,24329,0
35660,2152,52152,2
10633,1533,42672,1
49879,1338,19474,5
23980,299,8112,2
41754,2276,74347,5
45451,2286,40561,3
54345,2325,3262,5
51329,3104,5890,3
37249,3425,54522,0
39674,2482,62704,4
31942,383,57266,2
35165,1490,93,6
18303,1232,11844,7
51899,3214,26896,2
53303,1874,29779,0
51462,686,6802,5
54305,1199,9457,4
21494,2678,55173,5
43643,3882,53452,1
33902,3542,13002,3
54722,1073,19676,1
35355,1443,17712,1
59050,652,71787,2
4254,1222,14200,6
56631,522,35337,6
48379,3343,10028,1
52148,931,30616,5
51278,3444,69498,6
43326,1657,45981,5
30884,1056,6350,5
47918,1368,10131,1
8152,1196,68147,3
24308,3271,62978,4
41833,470,35599,0
25683,1507,78969,7
34248,52,24145,2
20466,3179,42692,4
43993,3200,63421,2
21202,605,52929,6
26589,1208,67656,5
4479,105,77212,2
56525,1774,2519,5
23587,2748,67677,5
40744,1951,38931,1
47184,70,43371,3
47366,3526,7273,3
21179,3427,67430,7
12684,2115,39055,2
14292,2570,32898,3
47699,3200,39464,3
923,1177,70636,1
8626,1393,29804,5
1832,868,8443,6
4876,3145,2344,4
15578,3746,41809,5
12387,3690,36998,3
47205,1236,51029,6
38180,3000,70490,5
47069,2923,65971,0
37952,1122,54520,0
23360,2591,62502,3
52924,783,58913,1
41514,1572,22727,1
41509,3889,60528,6
3863,689,1018,3
23702,2184,27215,5
56442,3717,62356,4
59025,1758,22365,4
5225,1648,58960,6
54982,1574,8816,4
3857,440,54062,0
5541,2709,30479,3
32843,3018,45624,7
51318,2754,75656,0
1042,3369,53662,7
20946,2286,12564,2
9853,2782,75645,2
21949,2236,17523,4
8313,3548,79413,6
29693,423,52641,5
1250,2908,78198,2
23009,1455,7414,1
50342,2013,28105,1
14723,2196,19400,6
39200,2845,78243,3
49761,1589,77986,2
30768,3426,54167,3
25713,1638,64246,7
51404,855,20337,2
43630,1839,75842,5
48219,2116,23068,6
42942,876,43064,0
18721,1797,14708,3
17478,3482,39015,1
56893,3079,44802,1
5248,1750,22699,7
56765,240,65537,5
53384,1844,28867,0
24399,1619,62893,5
32195,1380,20255,7
12195,1674,45666,6
42417,2838,3350,5
7675,2789,8855,1
49673,2839,7568,0
54110,2814,62192,5
2300,381,9686,2
1946,1277,17164,7
15166,2768,55944,6
19295,236,64180,7
35486,272,3461,1
27848,1838,6835,5
33877,2372,48779,2
15870,1053,59492,4
55918,70,14012,6
35111,1006,50929,1
16358,1492,68055,5
19650,3841,33421,1
24630,2771,76986,4
489,2000,32623,0
45710,2217,52461,6
5462,1150,17538,6
45325,497,17386,2
29393,2477,65480,7
36893,2789,69815,6
35909,2192,61214,0
41210,2456,39516,6
8492,428,32483,5
46779,654,58030,4
39069,1828,44372,4
18020,2255,69649,0
14220,882,38920,2
48463,1931,7911,0
39923,3013,71100,3
4905,2258,58066,4
843,2677,59833,7
32273,2787,51928,1
743,3498,55877,4
54602,2582,7318,4
12092,904,10199,4
5809,3297,40731,6
3558,2005,49799,4
7360,289,5446,2
8238,3760,24872,4
54800,896,4945,7
21280,2187,30023,4
26393,2470,35303,7
6448,412,59613,5
22555,1312,33232,6
39688,1554,2006,3
49031,3953,28180,5
54571,3930,12086,6
50178,2399,51458,0
29483,3357,14608,2
26665,3627,60828,0
28221,250,10990,5
41294,3336,35057,0
16998,788,15479,4
19939,610,45707,5
43485,3706,37898,4
42774,1987,73144,7
31523,1591,15790,6
16963,1229,43963,1
14130,1855,57553,1
3422,2253,74598,3
8990,478,71978,7
7782,3134,7609,1
19383,1207,51518,0
54703,556,55834,2
42747,3425,72088,0
49191,1497,7768,3
13876,739,67771,0
47183,1642,45544,2
27434,2652,48459,2
43732,2491,26268,6
9747,1057,18881,4
29027,3197,35010,1
25373,1764,22945,1
56441,183,48250,3
59806,3222,56450,1
59754,225,35570,5
27247,79,25246,7
54117,724,32054,6
58075,2659,20786,2
39543,2293,49090,0
13938,120,22299,4
9828,645,75890,5
20247,3260,69734,5
59792,210,6680,5
30942,1473,49594,0
30785,973,49300,0
5205,3675,22495,5
40850,197,7907,5
36583,2082,30091,1
47289,2422,28927,5
23373,1890,14522,1
34396,2101,64791,5
14634,1088,59277,2
52678,2774,45309,3
8012,1726,3066,0
1302,2365,42613,5
18084,946,76436,7
38755,3402,18661,2
14761,3794,8048,0
11986,727,71612,6
55959,1335,22691,2
18997,3612,1143,5
14017,359,26059,1
58326,1287,11078,2
11554,2076,76462,1
5860,3995,18399,2
41875,2336,13368,3
8182,3153,6145,6
24257,2498,69668,4
1619,3315,57627,6
44881,2795,67265,2
56276,2626,47785,0
41604,1194,38475,1
21217,3500,55381,1
11263,951,44909,2
25691,1043,14485,5
18273,738,26246,4
31906,2498,888,5
45240,204,13670,0
4040,2514,73160,5
2252,1902,29429,2
16963,3288,1708,7
11625,2314,45278,3
39246,2783,12822,5
10254,1419,59231,3
51822,2853,21409,5
32850,1408,28862,5
907,2441,51638,4
8763,1659,6473,5
38487,1113,59506,5
41354,566,47172,6
2095,2574,27378,4
14030,301,32863,1
18217,2722,55075,7
55310,3977,8602,7
1227,79,42501,6
21529,21,645,5
12583,3528,22585,4
15307,1458,30166,1
8871,885,34119,6
1928,1893,41402,7
16912,187,57112,6
18250,2543,39296,7
49930,1461,47128,7
7038,554,40844,5
44238,338,46281,3
28971,2957,34519,1
19086,2394,48511,2
16191,2064,3626,0
51977,2533,43924,7
20953,979,73177,4
1303,700,34493,1
33449,3802,22793,6
24937,2134,16994,5
23267,392,46464,5
17930,1617,18942,1
48290,3770,35865,6
55708,2567,5962,3
39513,770,10517,6
44311,3582,20184,1
53993,311,29857,4
51351,84,64391,3
43145,2415,73699,6
22331,3072,16164,5
8277,3651,78835,7
2537,3114,43889,4
51416,1947,77146,7
28773,3676,54034,0
23249,586,61736,3
57110,1994,61955,1
35386,2307,440,2
6409,1934,45876,7
42060,201,61381,5
35240,3727,79323,6
12884,2749,47384,6
15567,2473,54937,5
33850,3786,34643,0
41562,2651,64659,0
52166,1184,9291,2
16244,1190,78394,1
49503,183,11787,6
24852,2033,6851,3
35066,1548,49547,6
15806,781,21392,1
9874,3738,29624,1
58221,1052,18812,2
1079,12,11945,1
14100,3007,453,2
46743,591,856,7
22908,1163,32991,1
3251,2408,57656,2
18862,3472,50631,3
54394,3727,2169,1
1752,3077,7364,3
59886,2686,60639,2
26605,1472,28365,7
35459,342,23683,7
29217,534,75527,7
12475,1372,26547,0
24884,3832,46771,3
24370,2968,56241,4
37015,3110,70970,5
18895,1997,71830,1
29110,2768,42837,3
1956,1755,62005,0
41123,120,60298,5
12468,501,49463,7
36795,3980,3743,3
51471,2513,1748,4
14733,1368,13033,7
2649,3662,71251,6
37962,1942,26392,1
52156,3660,45099,5
26059,426,56867,0
9658,256,20557,2
36844,1903,37181,1
39435,1211,63932,0
59241,1315,40115,3
51037,3363,23544,7
54008,284,29159,5
956,3510,8164,0
1465,167,21393,1
32157,3476,33061,1
14585,913,54279,3
34729,2871,36148,2
10604,2073,63074,6
34161,2348,44461,5
37952,2485,6300,6
18264,456,6809,2
15312,3295,67449,7
56260,1543,3216,2
34979,3334,63213,4
55334,171,38794,0
11025,3667,65559,3
6979,3306,3613,6
52743,3865,40032,7
42396,1841,69268,5
13148,3801,68804,7
1121,2130,79412,7
23421,3177,26193,7
7788,3415,31309,2
29330,1578,11574,5
24419,823,26683,3
56896,1595,35135,3
32367,3659,31167,5
57602,1037,58434,1
15141,898,71949,5
27384,3470,35524,3
30510,2360,76214,4
32260,743,5597,0
27107,2109,48276,7
30686,488,43335,6
47033,2052,67810,0
4897,3804,40028,6
5777,1784,71655,7
27397,3498,9303,2
39501,1240,51550,7
38865,137,69143,1
47367,226,1682,7
16462,371,49983,5
37799,1968,59311,0
35486,359,61864,2
36684,3311,7573,2
27107,2695,40119,5
14347,1856,25303,1
54379,1467,59170,6
24179,1302,72364,7
29621,3620,60637,4
38384,1415,34152,7
15731,2646,61827,3
33571,3778,24895,5
12810,3428,1907,2
14882,3454,53646,2
4084,563,33497,7
2218,2697,3037,2
48707,2355,6,6
3602,3502,57777,4
22761,669,27266,6
46488,722,40815,6
41561,576,16829,0
25210,424,76357,0
21410,2599,54358,3
55825,855,60921,3
20242,1365,51295,2
25268,524,15806,3
44993,275,53950,7
48980,2432,14673,1
1786,2713,63167,7
3582,553,3722,7
43811,441,10191,5
7368,145,52986,3
16866,2655,32023,3
4542,455,44505,3
9529,3176,7709,3
37792,3138,69773,6
45288,1761,57615,7
23041,1523,58090,0
4087,775,47237,4
21427,2548,15680,5
50987,1323,67270,7
57118,2070,60036,4
39152,2993,12209,7
41972,1583,79584,5
27559,3957,42049,7
43137,1855,11707,3
39621,2080,41451,1
43239,2133,1958,4
39690,2183,21144,7
27007,713,72238,5
34624,3572,27257,3
12220,1502,14700,0
21712,3988,20554,6
49273,786,57459,5
50298,1926,49259,5
48455,1069,10671,4
10753,2763,64414,2
42413,673,13413,6
51647,636,15259,6
15803,177,46176,0
50637,881,36927,0
18838,3058,25854,3
31272,153,77023,5
52549,2102,37450,2
48855,1096,18862,6
17233,3156,13898,4
13860,2390,30683,6
13602,3530,5540,1
41045,1852,18146,5
38682,2547,72605,5
24213,3658,53220,6
7822,2610,28364,5
57404,414,28202,1
27446,624,52202,0
56214,296,36056,6
54632,1018,18177,2
11919,1201,22412,7
17550,2396,30027,3
21318,1113,73385,5
33414,3535,9416,7
51210,1890,68170,4
24599,167,49541,6
22825,2512,54984,7
16584,521,2687,1
44768,3188,4809,5
439,2991,43130,5
29889,912,31124,0
21617,1065,39512,0
32986,791,24192,0
37111,3993,27320,0
30529,2190,60140,2
36444,1271,73944,0
48031,2492,76266,2
20622,534,38110,4
56402,1694,12209,7
29952,2523,14970,2
26720,8,22291,1
10698,3417,72810,7
25155,2342,24070,7
26561,1246,67433,6
57897,3244,19689,6
14770,3447,34586,0
12689,1468,3328,3
53797,2274,19435,5
45065,1933,18793,5
40966,2593,60169,0
52150,238,45737,5
17495,3896,32011,7
6296,2297,4590,6
27371,3309,39343,3
22191,3233,65339,0
52598,1313,74400,5
45484,2563,63106,4
881,1795,77099,2
20516,2533,56707,6
6481,3616,26034,4
12962,96,46127,6
23743,721,26588,2
44322,3666,37918,2
20013,3169,61443,0
41202,3999,35611,6
48554,2928,4045,0
57878,1620,47125,5
55273,1394,61515,1
10591,1443,51459,4
2823,2771,58814,1
51861,157,51803,2
53296,888,62099,7
16964,327,4423,7
23421,2889,78829,7
20217,1847,4692,5
41881,3406,61849,5
26037,3211,76516,5
24996,956,12939,5
388,1108,78140,1
30893,2984,53039,7
51920,926,11230,7
51665,2462,51180,0
35794,2523,34124,5
3946,858,24347,2
42405,3816,30568,3
9961,3873,34990,7
32563,1162,72161,2
1046,222,24185,1
51861,847,72336,5
50647,2334,6784,7
29971,2276,24577,1
45949,1604,32893,2
25784,1327,26432,0
20236,1363,16202,4
37500,3174,46274,6
15808,1239,44831,7
48362,901,79655,3
54072,2160,77651,1
22885,3725,37719,0
27400,143,66074,3
27525,156,70951,0
27306,701,47693,3
29739,3444,50158,6
9203,618,30381,4
18296,2907,47444,4
57134,3275,73985,0
23490,134,37820,0
48040,293,48478,6
38899,2432,8461,5
49728,3830,28455,5
13025,1046,22945,7
48854,3879,63260,5
27967,2585,55290,3
28507,3130,9590,0
37470,1621,57239,5
58434,2101,76072,6
18202,1577,56801,7
20888,935,48106,3
30689,363,17276,5
7255,365,48877,3
52992,1809,58230,2
31658,3512,22980,3
11516,1580,10117,6
42381,1364,47982,4
15309,258,21951,5
23890,2442,42033,0
26067,1495,64399,6
19452,2690,18228,1
12654,2306,29182,7
13359,1255,47802,1
55607,3448,66769,6
674,58,51368,6
46066,3018,35089,2
6704,1492,27099,4
45636,1316,56246,4
54741,784,55162,5
19846,927,27903,6
23956,3696,68367,0
48937,495,46726,2
58376,2111,54523,3
42219,3299,49189,4
38237,1780,22258,1
37154,3910,32584,2
11340,383,40021,5
20137,3777,69118,2
21578,3242,76372,5
15468,1258,32863,1
44131,2998,59232,4
49832,1245,40644,0
29339,1370,20765,0
52536,1734,5220,4
8005,646,70302,7
25010,1138,27749,6
48498,3656,63571,5
31975,170,43821,6
56056,3872,46509,4
4880,1872,56524,7
22360,3048,72777,4
37793,40,47504,1
28617,3800,26478,2
15883,849,30124,7
50449,316,39515,4
1523,427,20760,3
44911,3307,14388,7
13901,1101,58682,0
22441,214,4239,1
56915,2944,18162,4
8520,3132,28341,3
55801,802,41624,4
18686,3834,7238,3
41670,1594,63354,4
6339,2811,33219,1
21824,2205,77725,1
56129,781,46162,1
21827,672,33969,4
57267,1382,21603,6
5279,1521,61475,3
4309,3213,36279,5
16191,2791,71182,5
51471,2102,60828,2
50909,3747,21096,2
17548,3623,10075,5
39160,1362,2544,2
1705,2529,13821,0
14031,2637,51977,3
34377,2454,73824,6
42658,42,73100,6
49645,3877,16023,2
51375,1482,15057,3
58341,3783,3675,6
26244,2982,100,3
44480,3848,6248,6
27215,3491,28532,7
48198,1815,51970,7
53563,3033,72200,3
7320,3981,61923,7
45354,2218,36273,0
26535,3412,36382,5
47198,595,26922,2
31662,2051,49571,1
25620,3036,41016,7
56906,731,2129,5
398,3380,52428,1
57089,1298,20054,2
48617,2049,33243,1
45481,2835,44274,0
10044,3503,34635,1
9820,2966,6038,5
38045,114,5735,4
23481,1285,56038,4
40446,3258,27408,1
40303,3076,31417,3
26743,3770,11192,2
18245,1295,42078,5
22447,3017,33111,3
1730,3213,35683,6
16122,682,71680,4
6440,1323,72967,0
1604,41,73133,5
33122,3100,54241,6
33406,2464,10507,4
34640,3472,37246,0
55224,2969,56158,5
32514,1273,25485,3
4013,5,50703,6
13450,3136,15306,3
39157,3958,73497,4
27514,661,51894,6
9343,830,19640,3
14206,711,25097,5
58084,1057,54069,0
58260,1521,37823,3
26662,3788,77872,1
5970,3887,33929,4
417,2945,6807,3
57192,2187,12660,4
6369,616,68246,1
40171,482,1164,3
34947,923,56737,4
290,939,49341,1
47756,2508,59527,4
37578,1324,7383,6
42189,3348,71063,2
46385,3325,77830,5
7479,2504,10956,6
12777,3263,11131,7
26185,3167,37019,0
9726,472,34035,3
320,3582,46590,7
287,1756,71549,0
26750,1761,32197,3
30957,488,35595,4
31335,1746,66980,2
5553,3950,48638,6
52077,87,67436,6
6025,373,1786,1
42909,2679,57280,0
40019,3148,26007,5
22020,3250,4270,6
19071,3058,23244,7
23286,2959,60108,2
38029,317,38707,3
46292,3151,36673,4
22828,526,40673,6
39448,49,64705,5
25450,1572,71171,2
22023,3350,53813,6
10164,1403,34987,7
57246,2780,11769,4
2649,2238,25357,2
22693,70,21444,2
59110,795,74422,4
39282,3268,77839,2
23548,2999,43595,3
14234,3943,61380,0
52031,3870,73323,1
16702,390,59448,0
11979,3861,33008,4
32299,2972,3251,6
51615,405,17058,3
34315,3092,44758,2
19140,978,40157,6
30346,371,64687,3
45771,2375,24583,6
23813,2756,36063,1
7859,3348,64977,1
19879,2253,72981,1
28695,2351,76101,0
13528,1658,9351,7
55068,1842,16073,4
50217,693,24413,2
42592,170,71220,7
50900,2247,7492,1
6569,3308,73200,5
41106,611,45731,7
46078,2324,37380,6
57159,2022,19959,4
24919,2927,20169,5
21709,1914,21696,6
34249,3026,28355,3
24742,1433,10029,1
7104,310,71956,3
55781,2031,78585,1
34983,857,26151,6
17529,3254,69647,1
16757,2221,3234,6
55401,1654,70780,7
58139,470,35377,7
25889,1203,49810,0
52927,2925,65967,7
54926,3548,25913,0
24300,291,66791,0
25995,2001,22178,5
9542,3813,6557,7
43809,2685,22483,5
14275,436,29343,5
10757,2024,67689,4
33527,1562,27746,5
49322,3231,63471,2
34873,3965,12560,4
51202,3675,21992,5
3896,201,45114,0
23915,656,38276,0
40344,3746,65347,4
21161,2519,23401,3
2603,872,35191,6
16845,3392,76271,3
18921,3841,48314,1
4819,1670,5368,5
12815,962,26838,7
12650,3023,1486,3
26924,884,38407,0
50691,604,37204,5
7101,1102,54987,3
58346,3465,29841,0
27171,2223,15947,5
44794,284,30566,2
38936,3740,2116,0
58197,1777,71378,2
31798,2226,60473,6
29998,301,23381,2
5170,1417,44441,0
6145,1143,42045,7
33502,2535,54715,6
456,1383,26228,5
8101,405,40751,2
58376,2198,77731,1
2684,3748,52446,4
50376,317,78268,0
47579,746,23688,3
23129,2365,65102,3
46275,1434,33379,7
31437,2082,55630,0
46079,2619,67304,5
45354,2179,46417,4
11023,2531,47096,2
13745,2159,67008,5
16413,2705,1208,1
50386,3172,67209,0
44145,1631,57943,0
12734,1583,61186,3
10838,1553,49451,4
1801,1473,55607,4
51963,1938,67538,6
29071,2085,78133,4
44609,329,1400,3
42805,246,44209,7
14178,2925,379,7
25689,2624,65469,1
18171,480,48250,4
56041,3273,24199,6
24231,1932,72982,0
11321,2138,64310,2
595,2756,60332,0
6520,1624,54645,2
27665,65,37963,6
30469,2931,46050,5
25732,3940,10214,2
40695,3673,72381,6
20281,3173,70597,3
50835,795,16451,7
4302,1032,21439,6
54419,3377,58175,3
36669,2297,45752,7
51030,1513,66308,1
20724,282,44657,4
32537,567,43706,7
41740,1423,58057,5
10071,2964,35336,3
33643,843,25754,1
37580,1382,40971,2
3204,747,940,0
17079,1400,14576,7
5529,1929,6545,2
11243,613,45979,3
43281,2336,70904,5
53786,3245,33218,0
32003,2319,22915,4
31068,2601,32633,0
40078,580,64293,5
47723,7,77256,5
18414,1312,34151,4
43348,3878,76754,1
58766,3238,33215,6
22,3725,1573,2
2667,2768,18857,0
52069,3499,68655,5
39042,3965,13610,3
18286,1776,56635,2
30693,241,48639,0
17974,1771,51068,2
58191,2233,72529,1
25996,54,43827,4
55289,3801,47178,5
47664,713,9540,7
44307,138,56459,6
652,1340,52541,1
39341,3842,11616,3
29325,2335,41446,0
25675,2217,59797,0
36501,2674,69588,0
39626,3297,77612,6
13270,3053,46593,0
37476,1307,36648,6
12776,2259,53163,7
18965,3903,27245,6
30317,351,17071,1
2830,3179,69956,7
45530,1076,2297,0
55842,2777,74187,1
27774,2067,36643,5
26697,1395,57248,1
53071,2270,66861,4
33469,265,73054,3
32204,1772,17895,3
213,979,17334,6
27397,2758,76555,5
44859,968,19284,1
40288,2069,67809,2
19365,1215,60019,7
52185,980,11790,7
38236,478,8395,7
26398,1449,7033,2
11119,550,57284,4
57107,3481,77459,6
42148,3501,57063,7
23408,3111,16753,6
3139,1635,58411,6
18793,3799,48811,4
15723,1605,67130,3
47465,47,46318,5
42370,1772,53576,4
29337,2918,70579,2
57437,3839,56418,3
6373,2451,78861,1
58578,3948,15317,2
37006,1339,3147,6
26135,973,31549,0
8222,2056,62722,6
24629,17,14548,1
25082,3397,70493,3
38414,1355,18342,0
39677,462,11184,0
46941,3883,72301,5
12331,1067,30365,0
1745,657,59130,5
27175,1291,2615,2
19462,1158,8310,4
23684,3092,28544,4
22682,1347,74737,6
10268,1083,61934,3
5606,817,55886,6
53378,1712,67861,1
13782,2628,34206,7
27396,275,19770,2
22686,2147,18295,4
22021,3842,793,4
9824,2516,19537,7
59319,379,62158,4
58521,566,30082,5
20760,253,2893,3
11298,1792,73884,5
3932,625,22757,1
16145,2357,77287,6
19555,2483,54607,2
56891,1619,78628,7
296,3673,6336,6
55073,420,70138,6
19808,1981,50277,1
52275,1670,55866,0
13474,447,14029,6
45222,1764,63460,2
11625,3190,51440,3
54888,2851,13009,1
26220,3501,49026,2
45826,3284,66459,3
50549,3643,11586,6
41247,1688,29505,1
57289,2553,41889,7
6981,2640,67469,5
57343,466,54523,5
56313,1180,51910,5
57492,2521,35238,0
26269,3901,62814,6
35908,2076,37820,2
408,580,9529,5
48957,2329,37845,7
52333,2484,38310,3
33405,2142,46620,3
33727,1723,66554,5
49545,1666,24413,1
54895,2570,16637,4
56283,1201,53723,6
27663,3820,14956,2
51573,38,25207,4
14854,3383,3319,6
22760,464,13562,2
23676,129,13212,4
33251,1036,40406,0
53831,1429,67495,4
25613,3644,65527,0
20692,768,11316,0
40409,3697,57935,4
38564,2255,24150,0
25376,3908,695,3
49399,1150,27098,7
7569,3362,44734,7
9099,279,41532,5
45213,2809,21621,6
16842,1396,24846,7
36221,1764,30510,1
37658,1077,159,0
40329,3402,59002,4
32572,1502,74944,6
2260,780,48757,2
43197,3831,62797,6
11053,3115,47559,1
37874,846,64338,4
51676,3792,39152,2
39446,467,41103,5
13021,2940,30392,4
21713,2923,35109,3
24060,829,65132,5
48017,437,21089,4
10648,841,3090,2
29689,3516,7794,3
7051,1488,47575,5
4526,1919,19960,6
10166,1091,8813,1
47787,2058,2042,1
29152,264,56968,7
41402,1996,52094,5
33829,2970,3400,0
6931,1426,27561,2
57498,1738,37128,1
47677,3188,64424,3
22374,1774,72639,5
14091,366,4038,1
3009,1020,13324,7
17156,3749,20183,0
52975,3502,12630,1
32274,1253,3820,0
39670,1947,39614,0
27463,1158,37934,3
19374,1036,14746,5
16481,3063,21901,7
53265,3958,29,4
41714,1151,75227,7
6319,2823,53578,6
38518,2659,47513,3
13628,3034,79798,5
48637,2064,50833,4
34123,3989,35068,2
52534,1692,43509,3
45485,554,58781,5
17136,92,70696,4
2913,1613,13286,0
15748,2168,7018,3
57230,2130,47569,5
9409,3327,24794,3
7097,2570,64867,0
47975,3436,49957,4
26626,675,72323,3
56957,3797,48173,6
48769,2945,20771,0
52615,396,66560,3
47759,3258,54700,2
34559,233,59781,0
2511,3876,572,5
50390,1859,20239,0
21600,3985,49849,7
38842,3948,58715,0
14467,3945,41378,0
15262,3009,5853,2
7091,1292,70185,0
26931,3962,73359,1
36810,340,18533,4
3955,1642,63479,5
46076,436,17495,1
1120,3992,61100,1
32943,2327,72257,3
47850,737,57458,3
17612,149,12205,0
18399,863,19580,3
19670,1111,5339,5
37282,1624,29949,2
3188,2819,30997,7
42856,1278,31416,5
40275,115,13319,3
57790,2092,33726,3
15827,946,17149,6
14730,2029,61659,4
1797,3782,44869,5
1933,1793,25646,5
32851,3482,51888,3
42036,1669,36762,1
57184,670,38835,1
48004,1820,16899,6
2543,2210,26986,4
56512,1172,32128,1
44522,399,31866,2
21617,3596,54306,7
46298,865,2778,1
54628,571,25934,7
54428,641,33630,1
2501,2915,71953,1
46689,3173,18826,5
27208,834,62187,3
47688,368,68146,7
43512,756,71348,3
4205,2757,77166,1
52623,2100,41935,3
14926,299,4947,3
22928,1088,78762,2
34247,2466,19346,4
44816,1734,28739,2
52922,1416,50112,6
50090,952,67972,3
10596,696,15278,1
49652,657,35099,6
14826,3299,22899,5
2665,1042,72800,3
22632,2621,11207,0
10787,214,32039,1
19006,3914,14100,7
32597,3281,67833,5
4117,2159,71794,1
55592,1164,24706,6
12460,3737,67602,0
21476,1322,48827,5
23847,2457,10756,4
12750,2051,71086,0
7400,18,24211,7
54932,1835,33803,6
36015,2695,20590,7
31713,638,40067,4
19296,2852,21055,7
52954,159,27723,0
41943,1265,30628,6
50349,3192,46628,5
44112,2444,19160,5
27892,2124,19012,4
10559,865,63011,5
16826,2478,28752,3
27463,1723,51666,4
46070,318,8664,7
45406,1581,10427,1
49732,1848,22198,7
1951,2155,28157,5
44415,3163,74502,2
44363,947,32126,2
44105,2848,21942,5
19259,1253,40057,2
55768,1658,69460,6
25343,2513,8017,3
30096,2108,33635,6
48664,603,25675,4
5276,2932,21387,7
33953,439,56292,6
56905,436,19059,5
5005,3985,65567,6
55000,3647,51744,6
4942,1256,38271,5
3317,88,73453,1
1584,281,39717,2
4288,445,33246,6
18875,1046,42312,4
2097,3471,50988,3
45984,1035,26911,6
58801,3545,39575,6
3342,3361,50401,3
36364,3686,79050,1
53018,211,13659,7
33269,339,42803,7
4642,3926,24678,4
6718,3620,27786,0
59575,926,69422,0
33795,1380,17571,0
7955,1432,16771,4
11103,1449,77909,2
24384,1954,70094,2
2064,3022,8106,6
18423,2592,27538,1
49362,1650,13900,1
3513,1581,64803,3
3871,509,32038,5
56794,3087,48172,0
13634,585,79342,6
3803,1825,70809,0
38294,1871,56627,7
22099,2690,6759,5
48166,70,76908,7
3951,1869,67856,4
54964,3788,32252,2
35944,1920,69187,6
19744,2500,16687,7
44059,1680,59432,0
2630,1648,53703,3
39060,344,57241,4
31226,618,11724,1
20986,3383,68306,4
2874,3868,26032,3
36718,388,20389,0
37130,1833,12456,2
28003,1188,10279,1
3892,927,59165,3
16607,969,938,7
45617,3448,25231,2
49218,2095,53232,1
23095,3969,30904,5
45643,3944,34542,3
4962,3369,71507,6
50733,3984,10913,2
54921,1254,24167,0
38082,989,43862,2
22261,3499,40796,7
9493,3518,7979,2
54055,2417,69881,6
45802,1666,57557,5
50985,2640,30461,7
4350,1811,53173,4
22243,1297,73055,6
4249,818,69806,0
59895,1723,54022,5
683,2916,28939,3
57844,193,32490,5
55767,5,23722,5
33429,3581,66695,1
35574,2316,40764,7
32767,1577,16284,6
30742,470,38921,3
51397,2294,32165,4
22896,1757,70454,4
5305,3461,23680,0
15588,3484,73096,1
21476,2244,43460,1
2061,1195,22552,3
27786,653,29401,0
12221,2392,23375,7
32728,3637,34752,5
58098,3824,65521,1
53276,249,11062,7
1284,678,5883,2
27636,2214,76179,4
