222,36325,24
223,46336,669
224,54735,2133
225,55807,3773
226,33377,950
227,17787,3000
228,44299,923
229,38166,967
230,31011,521
231,57353,892
232,53169,49
233,25738,2238
234,58980,2503
235,32839,976
236,48673,1610
237,54919,1415
238,11173,3477
239,1359,1494
240,4138,2361
241,49413,962
242,59356,1352
243,20636,614
244,33648,2276
245,52179,1095
246,3256,1497
247,40258,3560
248,589,2861
249,4096,3050
250,12446,3426
251,13639,1229
252,54793,2540
253,35174,1606
254,35893,3385
255,57368,401
256,48011,1415
257,53647,2590
258,29774,1362
259,31711,140
260,29949,3606
261,8851,2963
262,58938,1892
263,3888,2258
264,14063,3565
265,5120,1181
266,6863,347
267,57732,1099
268,47545,627
269,35907,1177
270,59305,3274
271,56331,3426
272,33761,543
273,9617,3043
274,59450,3200
275,34847,1170
276,19457,3544
277,3671,473
278,44679,2373
279,23705,1663
280,12299,537
281,7735,2
282,31042,509
283,41679,1449
284,10674,1645
285,663,2748
286,28571,1423
287,45162,1736
288,39191,1776
289,49705,3485
290,26830,1267
291,17310,1935
292,37071,1970
293,32533,3625
294,320,3819
295,15070,3080
296,41320,2256
297,54718,1843
298,21513,2999
299,25566,3208
300,39606,1817
301,56253,3305
302,19407,2386
303,15621,2972
304,12022,1463
305,8567,1711
306,43930,1512
307,50437,2337
308,6398,3699
309,3851,2840
310,53974,25
311,17865,1789
312,13597,3637
313,26732,556
314,47271,3012
315,34836,3972
316,51454,3557
317,22426,2125
318,7945,242
319,47220,956
320,27224,1604
321,4139,787
322,5907,2360
323,58165,3551
324,28593,362
325,21033,2050
326,31118,2979
327,28128,3729
328,27138,248
329,48931,158
330,52044,2442
331,29498,704
332,44849,3123
333,7816,2964
334,5179,2048
335,48949,498
336,51664,3795
337,17349,1019
338,45149,2978
339,6095,970
340,46809,900
341,41029,2273
342,35635,639
343,2612,2565
344,25689,3222
345,7549,3517
346,58001,2680
347,35312,330
348,29283,2117
349,47994,1075
350,15440,65
351,45209,2660
352,19736,3903
353,58027,109
354,700,705
355,47900,326
356,20523,233
357,11953,669
358,34172,391
359,46978,784
360,41982,717
361,37120,1714
362,47682,1738
363,39705,750
364,52322,2737
365,30884,1909
366,17518,2837
367,1101,3238
368,43127,2966
369,50473,1420
370,25524,1688
371,49434,2748
372,18177,454
373,1035,3814
374,8388,3673
375,10657,3867
376,15138,3279
377,31705,941
378,56621,2387
379,11245,3132
380,34283,2339
381,40028,123
382,35447,143
383,30583,3930
384,21159,1102
385,38904,2915
386,54913,1179
387,11338,3146
388,9914,2068
389,24238,3694
390,14651,1682
391,42930,1373
392,44122,2529
393,8234,1909
394,1516,820
395,13512,461
396,16256,1685
397,56015,3993
398,22190,2030
399,2559,3447
400,6010,1237
401,11705,1013
402,46563,1640
403,58076,1584
404,18466,1866
405,11987,3770
406,25880,3160
407,59214,1407
408,59026,3329
409,35959,2802
410,12790,2223
411,31470,2055
412,42060,2428
413,48527,3511
414,41814,2322
415,4168,2952
416,47042,1715
417,38603,444
418,25755,89
419,51824,1096
420,44866,2728
421,24559,1971
422,49544,1119
423,48481,2843
424,8256,776
425,24882,2382
426,44654,1155
427,8631,1955
428,40955,1429
429,24664,3654
430,29751,2012
431,50223,2592
432,22286,2970
433,10460,3950
434,17075,1075
435,13111,3607
436,36188,191
437,38137,3674
438,56502,279
439,43756,2063
440,15860,3355
441,51829,2047
442,11261,2242
443,51669,1982
444,14454,302
445,53773,2089
446,54713,3916
447,25129,3841
448,31033,431
449,35075,3764
450,13564,2769
451,41642,1612
452,30018,2549
453,25849,3966
454,27068,1571
455,6845,1733
456,18535,764
457,57686,33
458,51049,119
459,3950,78
460,35087,1486
461,3961,2053
462,7602,2008
463,5059,1937
464,55851,927
465,49148,622
466,35414,1278
467,57046,3432
468,51231,3225
469,31994,946
470,59773,3208
471,59098,2467
472,52765,3788
473,56759,1354
474,54553,1555
475,4216,826
476,46649,719
477,57001,3420
478,30331,227
479,9733,1738
480,32207,380
481,3774,2336
482,56201,1636
483,34252,2424
484,38585,3070
485,29243,3802
486,7400,520
487,59335,943
488,25739,2343
489,57337,1394
490,9388,3618
491,20745,2951
492,8078,3294
493,8668,1982
494,42067,2304
495,26877,2897
496,26922,2273
497,23153,2696
498,35249,1024
499,49118,1574
500,45741,2526
501,52904,2410
502,6084,2706
503,22137,2132
504,22301,2889
505,27558,1327
506,56679,3970
507,28318,1379
508,52440,2017
509,30120,1915
510,36928,2105
511,31055,1857
512,49233,578
513,45644,2028
514,23668,1198
515,14284,775
516,41926,1611
517,51344,319
518,54760,2350
519,1268,1444
520,54342,3841
521,23058,880
522,50488,1148
523,32743,917
524,40080,3809
525,328,2469
526,42322,3225
527,17997,633
528,18691,2363
529,32293,1853
530,17183,542
531,27537,3788
532,42923,1083
533,9012,1388
534,56230,566
535,26038,76
536,32364,3492
537,52144,54
538,50771,2158
539,40895,1811
540,9996,2865
541,51871,770
542,8147,100
543,13038,370
544,13940,2595
545,5719,934
546,15329,1167
547,37303,3669
548,23594,601
549,37191,543
550,6762,2050
551,13808,1116
552,46395,2068
553,56325,617
554,57502,1292
555,31603,1470
556,59104,2196
557,49589,1794
558,27693,2668
559,11669,407
560,51704,3831
561,58427,3613
562,27655,939
563,31019,282
564,2627,2665
565,26704,628
566,15790,3516
567,21923,897
568,42467,3171
569,5486,420
570,11171,1126
571,40927,1459
572,8177,2084
573,51663,967
574,56897,3988
575,8756,1550
576,3689,2361
577,2048,3209
578,45354,1177
579,43651,2549
580,48937,3344
581,17027,3062
582,20016,1925
583,23008,1820
584,36146,2599
585,5580,1178
586,12576,2768
587,36787,3424
588,34326,1591
589,12047,2732
590,3279,1344
591,15079,3201
592,35970,2600
593,39682,3737
594,38049,1305
595,13497,1207
596,56775,3848
597,32368,3858
598,18714,3293
599,15494,1822
600,51079,2698
601,12318,1274
602,22401,3241
603,54577,2299
604,43559,3036
605,53868,885
606,58749,1403
607,40365,3060
608,52840,2076
609,3259,2077
610,14606,245
611,42953,2317
612,8784,3846
613,27048,2767
614,48231,3137
615,46774,5
616,30471,763
617,37471,1211
618,37589,3566
619,54410,3871
620,39809,3217
621,16355,602
622,48270,434
623,45400,734
624,10373,1193
625,32429,2911
626,56753,3139
627,58850,3732
628,24641,3838
629,55637,1360
630,31395,1304
631,23896,2284
632,26680,2401
633,22461,3449
634,21968,3592
635,1239,1430
636,15572,839
637,9596,982
638,40823,3041
639,14767,3733
640,54966,1496
641,1469,453
642,1411,1680
643,40114,3022
644,4824,3137
645,35184,402
646,41713,2222
647,16673,2362
648,50596,2458
649,9111,3155
650,21460,3736
651,44676,437
652,31879,2071
653,40993,957
654,57684,1268
655,25981,2934
656,6047,3017
657,3485,2277
658,12469,132
659,48729,2039
660,32962,3622
661,44649,3920
662,58314,3938
663,57324,533
664,41315,751
665,5294,126
666,49565,10
667,45593,225
668,59287,163
669,28199,2045
670,36658,2673
671,17953,3067
672,37148,1676
673,34560,2685
674,38632,1403
675,45396,760
676,34642,1165
677,14080,1151
678,47163,1968
679,52637,3752
680,52774,137
681,45173,1828
682,58288,2950
683,51175,3639
684,23764,3313
685,45138,1646
686,30218,1260
687,40782,3179
688,50139,3444
689,33554,2512
690,25606,3773
691,28848,808
692,19356,1415
693,16539,3601
694,31336,1040
695,14216,3630
696,13699,765
697,41176,3963
698,54563,1211
699,50676,513
700,32210,2071
701,38139,2013
702,27892,2954
703,28112,3733
704,28725,486
705,39266,111
706,53157,3311
707,56604,3735
708,51568,397
709,8046,3095
710,36562,3597
711,51358,669
712,41774,2340
713,28724,2541
714,11912,1174
715,6736,2339
716,56009,2346
717,58783,1278
718,43004,889
719,58070,267
720,20144,3627
721,53412,2183
722,19650,3265
723,44899,3663
724,25312,3877
725,54352,3001
726,51724,191
727,52100,3907
728,42321,1570
729,27472,3024
730,45631,954
731,24252,2845
732,40192,2082
733,15355,2864
734,4195,918
735,14153,2653
736,43696,203
737,56070,2214
738,3091,701
739,50577,3308
740,35917,1672
741,49084,1126
742,38302,536
743,42173,2910
744,41897,773
745,4350,2826
746,35495,3062
747,32459,319
748,59631,3655
749,10341,2559
750,48322,551
751,14616,3750
752,724,1324
753,14031,1808
754,52657,3927
755,2444,2848
756,45241,3396
757,57728,876
758,38388,3305
759,55169,1364
760,2969,2695
761,36296,257
762,30996,2265
763,11672,752
764,35159,2154
765,59890,2359
766,25159,2047
767,32211,3019
768,3160,1108
769,33977,3666
770,44034,13
771,59453,990
772,35780,3428
773,25470,1904
774,51931,3531
775,174,1442
776,25387,3534
777,18952,3548
778,42436,1687
779,46998,1462
780,55677,3027
781,18428,665
782,34845,1998
783,58924,3922
784,29856,904
785,28779,1081
786,54560,2440
787,44750,752
788,56744,779
789,30922,238
790,57160,761
791,31237,1708
792,25338,3366
793,34673,3130
794,15994,2266
795,26184,2691
796,55975,252
797,55213,692
798,51357,2401
799,36583,1530
800,12119,1125
801,27997,2870
802,21737,680
803,1946,2687
804,2723,2954
805,55506,852
806,52672,3709
807,13385,1902
808,57953,1420
809,58544,130
810,51285,3303
811,56106,2740
812,45759,3466
813,11038,1015
814,31431,716
815,38519,3493
816,47895,144
817,37938,2390
818,55337,2332
819,29451,1844
820,55113,3682
821,57847,2823
822,51745,3813
823,29982,1857
824,31912,3279
825,59840,2220
826,42426,1610
827,59669,3171
828,4556,3814
829,39931,188
830,36009,1273
831,42657,358
832,31849,1434
833,52033,2659
834,38157,372
835,24827,2325
836,59863,1207
837,35532,3111
838,50846,3812
839,6889,986
840,19644,296
841,44845,1102
842,39754,108
843,50121,3599
844,27040,2019
845,16420,102
846,31821,1518
847,48946,2543
848,58226,1493
849,27556,252
850,9270,1092
851,31193,2648
852,48621,2149
853,20312,2575
854,2694,2941
855,13392,1478
856,4201,2566
857,4924,1886
858,55694,3434
859,40518,3148
860,34506,2432
861,23889,2238
862,56405,1779
863,6759,494
864,53577,1845
865,31325,3892
866,30070,1630
867,3889,3811
868,36513,2776
869,6873,2779
870,30662,2674
871,52327,2647
872,7601,2719
873,511,1897
874,12510,325
875,55204,3664
876,8293,3698
877,33387,825
878,47886,507
879,13470,3043
880,37708,3207
881,44942,611
882,47245,108
883,17206,1077
884,36738,3890
885,29891,520
886,2282,3557
887,9884,3332
888,51777,455
889,7543,2061
890,55229,3020
891,25922,2920
892,33028,2097
893,50246,394
894,40091,214
895,56955,1613
896,40194,780
897,7597,2431
898,56505,2768
899,169,3617
900,28839,124
901,28105,3805
902,32706,3030
903,20292,1898
904,58757,2289
905,31120,1938
906,49818,3862
907,15156,3682
908,19194,1411
909,26913,2189
910,52330,1254
911,28989,906
912,59103,587
913,56213,2681
914,41639,3444
915,13199,21
916,22793,3241
917,28757,1444
918,34475,3112
919,38070,2360
920,34197,2351
921,14216,2587
922,23221,66
923,17550,2826
924,754,3873
925,22417,2551
926,32714,3498
927,25286,2739
928,28684,1007
929,6432,2900
930,11346,3774
931,27346,896
932,56529,3133
933,28114,2433
934,48887,3503
935,14751,2804
936,50132,760
937,16682,3225
938,49028,3922
939,2294,3512
940,38618,1937
941,53983,22
942,41140,3022
943,5386,2457
944,2100,697
945,57178,1894
946,18132,526
947,33652,3753
948,1032,396
949,59412,52
950,38387,1377
951,9647,1095
952,14211,1333
953,42544,1291
954,57241,376
955,23101,470
956,52100,3456
957,27815,964
958,41260,2803
959,33504,1271
960,57355,1322
961,51501,2118
962,17179,3997
963,34032,3432
964,23380,1110
965,59959,203
966,28983,3873
967,38171,298
968,44476,921
969,38469,3456
970,22481,3648
971,11919,231
972,51297,2573
973,37751,2919
974,6155,2146
975,57401,317
976,46226,1237
977,47347,80
978,59074,3119
979,22842,490
980,596,1607
981,33994,3441
982,49547,3277
983,24243,2459
984,38192,3311
985,2471,111
986,28210,3331
987,24307,3878
988,48094,3067
989,4406,3204
990,26330,257
991,966,476
992,58923,2357
993,42531,2678
994,13346,165
995,58612,1703
996,50862,1287
997,7377,1861
998,37373,54
999,58293,3108
1000,32755,3982
1001,14298,720
1002,46158,3400
1003,58744,1480
1004,44032,2356
1005,52024,1297
1006,8778,1800
1007,25617,32
1008,29543,3848
1009,1723,1102
1010,15415,835
1011,21464,1453
1012,43754,3996
1013,15240,1344
1014,55218,1333
1015,5820,3044
1016,59783,2250
1017,15427,1273
1018,33543,3480
1019,47170,2307
1020,27055,291
1021,35239,1270
1022,16893,2100
1023,3629,1830
1024,25667,718
1025,10591,406
1026,53296,2457
1027,56395,3526
1028,33490,3513
1029,47450,496
1030,34022,2636
1031,46820,76
1032,58337,580
1033,32105,2450
1034,54083,3848
1035,52234,323
1036,19469,3780
1037,8920,2531
1038,6079,961
1039,19632,1301
1040,34579,3390
1041,41875,990
1042,1023,2589
1043,43101,1086
1044,16118,2084
1045,52634,3714
1046,57907,2151
1047,55105,1174
1048,17686,1096
1049,17891,41
1050,50363,1787
1051,37296,3839
1052,2558,3258
1053,40431,734
1054,57082,1803
1055,46236,1145
1056,27007,3680
1057,1671,2674
1058,34636,1415
1059,56321,2426
1060,58800,2755
1061,21409,3105
1062,35603,2099
1063,24130,2558
1064,59447,3094
1065,27888,3045
1066,45732,699
1067,46563,1500
1068,3851,1471
1069,5434,1328
1070,53386,100
1071,21928,3320
1072,33512,2575
1073,57664,1009
1074,53939,1726
1075,38970,2432
1076,1929,683
1077,57114,1049
1078,23450,2676
1079,15951,2993
1080,16575,1715
1081,56418,3750
1082,29663,2158
1083,15305,1069
1084,14541,1710
1085,14370,2839
1086,16624,2213
1087,17067,3751
1088,419,773
1089,20284,3286
1090,248,2863
1091,9918,745
1092,39822,2578
1093,51932,379
1094,35026,1512
1095,37285,2005
1096,30477,564
1097,19442,3313
1098,50405,673
1099,24963,441
1100,47303,2361
1101,36750,372
1102,42638,2137
1103,27851,2781
1104,27932,2905
1105,34038,1334
1106,54649,1514
1107,42073,183
1108,31456,647
1109,20255,129
1110,55378,370
1111,58237,2499
1112,45675,3836
1113,49566,87
1114,4709,2874
1115,26405,2364
1116,34911,3504
1117,5920,3445
1118,15510,930
1119,51326,2274
1120,59466,1337
1121,49183,226
1122,25117,129
1123,55409,186
1124,26232,1577
1125,13930,759
1126,10419,3997
1127,45127,3669
1128,41469,1266
1129,23707,3511
1130,2401,413
1131,15431,2901
1132,20668,3360
1133,55881,1069
1134,2226,1963
1135,2138,1053
1136,20296,1910
1137,41676,117
1138,21148,1042
1139,50857,679
1140,6786,3665
1141,57165,292
1142,26089,3057
1143,18827,178
1144,51939,875
1145,44502,3017
1146,33434,123
1147,15309,1403
1148,30507,756
1149,1540,962
1150,58137,3510
1151,41928,3479
1152,859,2072
1153,43448,249
1154,14054,861
1155,58246,3631
1156,26520,1637
1157,32096,3731
1158,26142,2467
1159,7359,1489
1160,21772,2297
1161,35211,3861
1162,47895,116
1163,40776,2616
1164,53817,400
1165,10919,777
1166,8949,3791
1167,56044,95
1168,42952,2355
1169,19873,3234
1170,50540,3584
1171,46428,1340
1172,24119,3315
1173,24273,1048
1174,26635,1496
1175,11175,1905
1176,41914,710
1177,55622,2519
1178,30950,2635
1179,7678,3841
1180,47590,3317
1181,16278,2071
1182,45141,555
1183,52790,2393
1184,34901,524
1185,13575,2157
1186,40002,1194
1187,42648,1719
1188,24142,1968
1189,6632,1522
1190,47582,3673
1191,34531,416
1192,675,3692
1193,24319,2324
1194,50193,1599
1195,55414,683
1196,27075,2001
1197,19635,4
1198,47695,2
1199,13555,2610
1200,28367,1333
1201,9644,2467
1202,38503,3675
1203,13676,2750
1204,40102,516
1205,34067,2453
1206,12103,1255
1207,35673,1333
1208,36303,3347
1209,28512,1061
1210,45191,3001
1211,22225,3102
1212,4283,3385
1213,8975,1774
1214,6498,2706
1215,22504,2709
1216,57618,830
1217,14460,3500
1218,7001,2889
1219,9701,3391
1220,38303,3392
1221,36727,3242
1222,31207,2849
1223,45143,1917
1224,852,764
1225,16390,335
1226,12924,3710
1227,22670,869
1228,59337,3293
1229,71,755
1230,19412,2374
1231,13371,3293
1232,47880,1249
1233,2685,3641
1234,15438,1242
1235,8573,2943
1236,37196,556
1237,38165,2466
1238,33943,3290
1239,55979,2838
1240,38036,3489
1241,38711,202
1242,33359,1945
1243,13398,2232
1244,51363,1168
1245,33857,726
1246,22131,2630
1247,15526,3533
1248,10964,2000
1249,5621,1942
1250,611,1112
1251,18059,3146
1252,56549,933
1253,15605,1052
1254,46192,3488
1255,39802,327
1256,36698,2667
1257,25641,198
1258,20748,1098
1259,2356,2853
1260,3708,1591
1261,2865,1182
1262,45242,2169
1263,4499,2318
1264,40343,942
1265,59976,1577
1266,48634,1698
1267,45620,2325
1268,5468,1501
1269,16957,3122
1270,3975,3045
1271,25784,1749
1272,37864,3153
1273,14820,3678
1274,5627,3999
1275,28258,2783
1276,26470,306
1277,18841,3538
1278,51066,3773
1279,52206,2049
1280,51653,451
1281,45380,1000
1282,29575,3536
1283,45832,219
1284,38005,1265
1285,4595,3840
1286,7213,2614
1287,48292,387
1288,11033,1550
1289,41426,1849
1290,21918,3781
1291,54544,1683
1292,33831,3972
1293,32544,1100
1294,52873,1934
1295,3324,399
1296,45745,2822
1297,18784,3329
1298,46747,2127
1299,40396,1915
1300,45289,2780
1301,12792,2133
1302,9502,2301
1303,46323,1566
1304,2154,407
1305,12133,177
1306,11514,2501
1307,33479,2988
1308,51012,932
1309,22049,2733
1310,16200,3367
1311,57020,3603
1312,31116,3322
1313,3917,3354
1314,25499,1691
1315,55350,2141
1316,46862,363
1317,27757,522
1318,39042,2791
1319,18331,917
1320,3868,3513
1321,39318,898
1322,37886,201
1323,43068,1592
1324,19134,2907
1325,16664,425
1326,46616,266
1327,52598,2692
1328,24003,3116
1329,37759,500
1330,45206,1034
1331,54563,3147
1332,2245,1060
1333,10844,3369
1334,7065,303
1335,42759,3875
1336,8515,2393
1337,25073,303
1338,46705,3281
1339,35722,3179
1340,35050,3436
1341,43791,42
1342,18591,2041
1343,42690,3959
1344,25050,2846
1345,45168,2474
1346,18865,2370
1347,19915,3178
1348,45715,2533
1349,25900,3841
1350,48960,1835
1351,14665,689
1352,36705,1430
1353,20968,3057
1354,40375,2055
1355,40762,70
1356,20175,2349
1357,3548,1354
1358,35821,1434
1359,17924,2315
1360,27812,2241
1361,33846,2863
1362,42703,3340
1363,7941,2558
1364,56051,654
1365,31780,2507
1366,34446,3281
1367,44435,437
1368,46333,1202
1369,265,3173
1370,18993,2198
1371,35807,2146
1372,24805,2007
1373,10840,2509
1374,22651,3137
1375,34173,256
1376,31338,446
1377,37511,536
1378,25589,1980
1379,3127,324
1380,28932,398
1381,11354,1970
1382,34120,1502
1383,13734,2196
1384,48395,3546
1385,18903,697
1386,9472,3431
1387,12749,3040
1388,33824,133
1389,2355,2904
1390,49916,2368
1391,47578,2671
1392,41860,2740
1393,45699,380
1394,18923,1339
1395,11756,300
1396,38400,2629
1397,37611,3717
1398,8387,1633
1399,22107,2073
1400,15300,1834
1401,39109,47
1402,45842,515
1403,23752,27
1404,9417,1521
1405,17433,3765
1406,49338,3718
1407,38361,2298
1408,53450,3995
1409,13371,1955
1410,37779,1495
1411,28724,1737
1412,27800,3832
1413,36272,3359
1414,22001,1854
1415,36245,1588
1416,17688,2015
1417,10685,455
1418,19402,3041
1419,38327,3338
1420,45514,3151
1421,9460,2282
1422,36887,3820
1423,48599,1863
1424,579,1412
1425,18618,1680
1426,3960,133
1427,139,1540
1428,8507,1176
1429,39976,3446
1430,54988,3452
1431,46733,2881
1432,36955,450
1433,16044,2841
1434,10395,1500
1435,11982,2690
1436,53151,1755
1437,9453,886
1438,45073,3526
1439,43760,2453
1440,6303,3292
1441,40435,209
1442,38577,3056
1443,42791,1643
1444,35357,727
1445,18277,1059
1446,19729,138
1447,29942,1983
1448,12922,1048
1449,30919,175
1450,49528,703
1451,36172,2858
1452,29180,1910
1453,2219,2233
1454,50081,237
1455,53410,2365
1456,13189,3500
1457,33805,605
1458,45523,100
1459,53632,3772
1460,19203,2221
1461,43811,648
1462,55096,2472
1463,54490,3745
1464,44710,1813
1465,6994,830
1466,34859,2395
1467,47741,3444
1468,44305,3099
1469,21626,3400
1470,25183,793
1471,19463,1579
1472,46541,1804
1473,37776,3427
1474,9730,3785
1475,39698,3643
1476,39428,3064
1477,53409,557
1478,17655,1274
1479,48145,3081
1480,42368,3277
1481,12924,3897
1482,53791,1405
1483,43097,2317
1484,31235,631
1485,14128,80
1486,51936,281
1487,28558,1497
1488,27041,2943
1489,1948,2400
1490,57489,3721
1491,55568,1348
1492,13995,3576
1493,32157,128
1494,55341,737
1495,51370,1902
1496,38030,3487
1497,34449,2943
1498,6979,62
1499,25622,564
1500,38476,2563
1501,34464,2856
1502,208,737
1503,56552,1713
1504,17699,3332
1505,37612,524
1506,10372,1151
1507,46964,3510
1508,26534,474
1509,56046,3474
1510,2901,2512
1511,17515,468
1512,39411,1369
1513,44842,1547
1514,39912,2720
1515,56122,3783
1516,26789,3380
1517,3231,1223
1518,25907,3197
1519,31165,3221
1520,23213,1452
1521,53527,3500
1522,54883,930
1523,40979,128
1524,43580,2884
1525,44750,3065
1526,43216,3372
1527,21921,3133
1528,52544,1472
1529,36916,2739
1530,23513,2967
1531,33705,816
1532,6755,3622
1533,2767,980
1534,47377,4
1535,18317,3810
1536,53300,1531
1537,715,3741
1538,41332,2569
1539,30160,3819
1540,2310,2923
1541,34390,2235
1542,14261,1829
1543,34900,3846
1544,58503,1973
1545,10447,2997
1546,38490,2009
1547,50272,3004
1548,15096,660
1549,14236,1972
1550,9430,2007
1551,31229,2943
1552,4841,1944
1553,4078,3499
1554,45462,2216
1555,29972,3922
1556,38436,3881
1557,16766,2249
1558,13886,2740
1559,1168,2710
1560,59174,2615
1561,7148,3426
1562,56776,1397
1563,37337,823
1564,50422,3714
1565,19000,2892
1566,2802,3302
1567,6768,531
1568,22643,1531
1569,44686,3850
1570,57088,2147
1571,29706,2003
1572,53827,1963
1573,51651,3804
1574,30971,391
1575,43678,3502
1576,14634,707
1577,6096,3455
1578,50032,375
1579,28568,1538
1580,36756,1532
1581,5489,1385
1582,23769,2114
1583,31361,1586
1584,40825,3409
1585,3339,1866
1586,39939,861
1587,36431,2674
1588,35386,1441
1589,52768,830
1590,23899,700
1591,58293,2562
1592,42527,3422
1593,11202,1416
1594,22029,1982
1595,8058,1879
1596,31224,1273
1597,34810,3345
1598,56075,3415
1599,34849,2708
1600,24553,344
1601,52443,1411
1602,36230,2098
1603,4027,1319
1604,2182,1942
1605,2815,297
1606,18372,2843
1607,27824,1884
1608,18013,2512
1609,4898,120
1610,6768,2473
1611,20687,577
1612,44534,1627
1613,47383,141
1614,34401,1874
1615,2120,85
1616,55571,2522
1617,22873,2339
1618,49097,1550
1619,25682,608
1620,32433,1162
1621,19824,1686
1622,27110,722
1623,24349,1969
1624,17767,3059
1625,617,2467
1626,34951,731
1627,59128,3054
1628,18463,3714
1629,59035,102
1630,45835,2265
1631,24939,956
1632,14191,1151
1633,50827,1960
1634,7255,572
1635,52126,1093
1636,38571,1930
1637,40600,1235
1638,42930,689
1639,59074,1482
1640,38901,274
1641,10610,3510
1642,32107,3138
1643,11727,637
1644,53312,3932
1645,5292,2829
1646,35161,1137
1647,49682,2358
1648,55798,1054
1649,19016,1965
1650,42277,3261
1651,24766,2872
1652,37350,3928
1653,58100,2918
1654,43174,1203
1655,8632,2395
1656,1988,1503
1657,611,803
1658,42170,107
1659,53529,3852
1660,51623,3067
1661,32258,830
1662,31149,3823
1663,40752,492
1664,27762,1706
1665,56706,3366
1666,20741,3945
1667,53895,861
1668,30714,3560
1669,55413,275
1670,233,1433
1671,19870,1029
1672,37247,792
1673,29370,416
1674,55744,216
1675,50256,2664
1676,2043,3109
1677,46920,2997
1678,1451,3794
1679,4557,2224
1680,58759,1835
1681,22431,16
1682,3523,262
1683,30166,3803
1684,52178,1051
1685,6693,3445
1686,48132,51
1687,37871,3646
1688,35815,3351
1689,37615,3879
1690,56241,2231
1691,3938,574
1692,7334,3624
1693,35796,1794
1694,41574,280
1695,37639,3956
1696,30272,3497
1697,57804,1487
1698,38547,530
1699,18859,1003
1700,39108,2045
1701,10864,3890
1702,19094,3803
1703,25337,1474
1704,23577,3089
1705,33037,562
1706,8047,2621
1707,57604,873
1708,39613,3218
1709,1683,267
1710,12968,1742
1711,14957,1169
1712,35311,444
1713,56832,2253
1714,4066,2143
1715,38681,52
1716,51701,3568
1717,14327,1206
